fire_name,username,tweet,human_theme,cgpt_theme,cgpt_sentiment,cgpt_category,claude_theme,claude_sentiment,claude_category
chetco-bar,MarilynM,"#ChetcoBarFire: 100,000 acres, 0% contained, 1000 firefighters, 2000 evacuated #brookings #oregon @thetriplicate https://t.co/lxTBKGNPIw",Fire Progression,Evacuation and immediate disruption,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,PostalNiner101,"@realDonaldTrump 
Please help Brookings Oregon!Many of us evacuated from our homes due to a fire called the ""Chetco Bar fire"". help...PLEASE",Evacuation,,,,"Personal Safety, Proximity, and Local Threat",Distressed/Urgent,Personal Experience and Community Impact
chetco-bar,PostalNiner101,@CNN Help Brookings Oregon from Chetco Bar Fire please,Fire Progression,,,,"Personal Safety, Proximity, and Local Threat",Concerned/Anxious,Media and Information Sharing
chetco-bar,lupusincolor_kw,#ChetcoBarFire https://t.co/WoKLNI2NM1,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,#ChetcoBarFire https://t.co/5I5apCAmxR,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,Thank you!! #ChetcoBarFire https://t.co/LOfDSMyyfh,Community Solidarity,"Solidarity, prayer, and gratitude",Gratitude/Appreciation,Community solidarity and appreciation,"Community Solidarity, Prayer, and Emotional Bonds",Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,So #thankful to all those fighting the 🔥🔥🔥! Whether it be on the front lines or in other ways; it's so appreciated!! 🙏🏻 #ChetcoBarFire https://t.co/KHWfV13kFr,Community Solidarity,"Solidarity, prayer, and gratitude",Gratitude/Appreciation,Fire status and operations,"Community Solidarity, Prayer, and Emotional Bonds",Grateful/Supportive,Media and Information Sharing
chetco-bar,lupusincolor_kw,Thank you!! #ChetcoBarFire 🚒👨🏼‍🚒👩🏽‍🚒 https://t.co/2x6WNIZvKS,Community Solidarity,"Solidarity, prayer, and gratitude",Gratitude/Appreciation,Community solidarity and appreciation,"Community Solidarity, Prayer, and Emotional Bonds",Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,#ChetcoBarFire You are #rockstars Thank you! https://t.co/yxvVfpO6eS,Community Solidarity,"Solidarity, prayer, and gratitude",Gratitude/Appreciation,Community solidarity and appreciation,"Community Solidarity, Prayer, and Emotional Bonds",Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,#ChetcoBarFire Hurts my heart to see this. https://t.co/jrWUQONGxi,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,mellivora1,Chetco Bar Fire Burning Near Brookings Approaches 'Megafire' Status https://t.co/Wc70jbxFcK #esm108murphy,Fire Progression,Living with smoke and threat,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,BugMeAboutRE,"Yikes... this is bad.  Praying for the families of all effected including the res-ponders.
Its going to continue... https://t.co/pRZ6MPVBe6",Community Solidarity,"Solidarity, prayer, and gratitude",Alarm/Distress,Community solidarity and appreciation,"Community Solidarity, Prayer, and Emotional Bonds",Grateful/Supportive,Media and Information Sharing
chetco-bar,MikeAdamsUT,"The great Meteorological phenomenon referred to as the ""Brookings Effect"" or ""Chetco Effect"" is how this fire... https://t.co/NMr0Pfk7V5",Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,RoseMantle,"#ChetcoBarFire  
Chetco Bar Fire Evacuee Relief Fund https://t.co/XXv2q2IFlH",Fire Progression,Evacuation and immediate disruption,Hope/Reassurance,"Requests, donations, and aid","Community Solidarity, Prayer, and Emotional Bonds",Informational/Neutral,Media and Information Sharing
chetco-bar,SherryMindel,#ChetcoBarFire https://t.co/0JxX2UJMhP,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,dive328,#ChetcoBarFire  Is The Largest Wildfire intensified by,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Engaged/Observational,Fire Behavior and Status
chetco-bar,Gcooper52,Chetco Bar Fire Evacuation Area Map https://t.co/fFDw2LGIEB,Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Media and Information Sharing
chetco-bar,cassfitz_tw,#TWContheFrontLines. #ChetcoBarFire https://t.co/h9nbwJT3Va,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,basincalls,Click here to support Everything lost to Chetco Bar Fire organized by Ashley Amirhosseini https://t.co/LjFZSoIhjf,Smoke / Air Quality,Living with smoke and threat,Gratitude/Appreciation,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Grateful/Supportive,Smoke and Air Quality
chetco-bar,SJ_Eblen,Wednesday night smoke clearing out at my house north of Brookings. Enjoying some cleaner air.  #ChetcoBarFire https://t.co/VNycMGW4Lb,Smoke / Air Quality,Living with smoke and threat,Alarm/Distress,"Smoke, weather, and air quality","Personal Safety, Proximity, and Local Threat",Concerned/Anxious,Personal Experience and Community Impact
chetco-bar,geofitz_tw,#ChetcoBarFire https://t.co/9LXUY50qs3,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,silverphoto1,The latest PDX Daily Paper! https://t.co/l1TGxjCGwh Thanks to @jandroid @TheWHL @smartaleck88 #contentmarketing #chetcobarfire,Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Media and Information Sharing
chetco-bar,SteffanySodden,@realDonaldTrump Please help! Our governor Kate Brown is unequipt to handle this #ChetcoBarFire. We need more help. We have lost homes because of her...,Public Accountability,,,,Institutional Accountability and Crisis Governance,Frustrated/Critical,Institutional and Political Commentary
chetco-bar,SteffanySodden,"@RealJamesWoods Can you please get the word out about the #ChetcoBarFire. We have lost 100,000 acres due to Kate Brown and her inability to do her job...",Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,OR7Wolife,Chetco Bar Fire Burning Near Brookings Approaches 'Megafire' Status https://t.co/G8yxXTkQY7,Fire Progression,Living with smoke and threat,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,stacey_tigert,"This is the state of Oregon, we need all the help we can get

https://t.co/QGSnWQKOLS",Fire Progression,Seeking visibility and official action,Alarm/Distress,"Requests, donations, and aid",Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,THUTO,"NPR: The Chetco Bar Fire, which started last month, is the nation’s top priority wildfire. https://t.co/pePtJ36YpI",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,Level 1 Evacuation #ChetcoBarFire https://t.co/maUIJoNmJU,Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Evacuation and Area Closures
chetco-bar,lupusincolor_kw,Sending prayers for #Brookings 🙏🏻🚒👨🏻‍🚒#ChetcoBarFire https://t.co/k1ZizEXcgr,Community Solidarity,"Solidarity, prayer, and gratitude",Alarm/Distress,Community solidarity and appreciation,"Community Solidarity, Prayer, and Emotional Bonds",Grateful/Supportive,Media and Information Sharing
chetco-bar,lupusincolor_kw,#ChetcoBarFire https://t.co/XhJ6PjwtBz,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,Love this! #ChetcoBarFire https://t.co/XAuSNCyeY2,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,🙏🏻🙏🏻🙏🏻 #ChetcoBarFire https://t.co/p7Jzsar5B8,Community Solidarity,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Community Solidarity, Prayer, and Emotional Bonds",Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,#ChetcoBarFire https://t.co/MdbNv7Aadj,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,#ChetcoBarFire https://t.co/9kv2BUEt9j,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,Chelisou,@GMA how is this not being covered by your program? Pray for our communities https://t.co/j3ZA19INcu,Community Solidarity,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,Chelisou,@dustinpari pray for our communities https://t.co/j3ZA19INcu,Community Solidarity,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,dwatson_online,@DIRECTV so you  don't like firefighters? #chetcobarfire #allaboutthemoney https://t.co/V2PM6nEuj5,Operational Coordination,,,,Firefighting Operations and Crew Deployment,Informational/Neutral,Operational Response and Resources
chetco-bar,johnhutchison20,https://t.co/Fld5PthGTW https://t.co/mS4l2lIUDI,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,koricometh,"#chetcobarfire #oregoncoast #forestfire #fire 🔥🔥🔥🔥🔥🔥🌲 @ Brookings, Oregon https://t.co/dUOD4z2aJE",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Engaged/Observational,Media and Information Sharing
chetco-bar,Zoomer516,Praying for my family and everyone else affected by this awful event. #ChetcoBarFire,Community Solidarity,"Solidarity, prayer, and gratitude",Alarm/Distress,Personal experience and disruption,"Personal Safety, Proximity, and Local Threat",Concerned/Anxious,Personal Experience and Community Impact
chetco-bar,oneblackbird,"Chetco Bar Fire grows over 100,000 acres, remains 0 percent contained https://t.co/gY2T3HLvsM",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,socialsf,#chetcobarfire #forestservice #firefighting #helicopter #waterpickup #riverrefiller… https://t.co/mrDDJ5Ex1u,Operational Coordination,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Firefighting Operations and Crew Deployment,Informational/Neutral,Operational Response and Resources
chetco-bar,jilliananne1,Holy hell I need a break from Facebook and all the shit storm! #ChetcoBarFire,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,jilliananne1,My town is literally in danger of burning! Level 1 evacuation. #Brookings #ChetcoBarFire,Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Frustrated/Critical,Evacuation and Area Closures
chetco-bar,jilliananne1,@marksrobinson1 The only time I will tweet #NoChetcoEffect! Need west winds! #ChetcoBarFire https://t.co/LQDvICKELC,Fire Progression,,,,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Weather and Environmental Conditions
chetco-bar,jilliananne1,"@GMA please talk about the #ChetcoBarFire tomorrow and keep us in ur thoughts. Over 100,000 acres gone Brookings @ level 2 evacuation https://t.co/8pBsJ5zjtE",Evacuation,,,,Evacuation Orders and Displacement Experiences,Informational/Neutral,Evacuation and Area Closures
chetco-bar,jilliananne1,Evacuation area!! #ChetcoBarFire #BrookingsOregon @GMA,Evacuation,,,,Evacuation Orders and Displacement Experiences,Engaged/Observational,Evacuation and Area Closures
chetco-bar,jilliananne1,@NBCNews please follow the #ChetcoBarFire in Brookings Oregon,Public Accountability,,,,Media Amplification and Information Gaps,Concerned/Anxious,Media and Information Sharing
chetco-bar,jilliananne1,#ChetcoBarFire,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Engaged/Observational,Fire Behavior and Status
chetco-bar,socialsf,#dusk #sunset #forestfiresmoke #chetcobarfire #haze #northcamp #weekendescape #summernights… https://t.co/2SIVzrDq6K,Smoke / Air Quality,Living with smoke and threat,Alarm/Distress,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Engaged/Observational,Smoke and Air Quality
chetco-bar,sleeplessinhb,#prayforbrookings #ChetcoBarFire,Fire Progression,"Solidarity, prayer, and gratitude",Alarm/Distress,Community solidarity and appreciation,"Personal Safety, Proximity, and Local Threat",Engaged/Observational,Personal Experience and Community Impact
chetco-bar,socialsf,#sunset #dusk #lookingwest #northcamp #smoke and #haze #chetcobarfire #summernights… https://t.co/n4tKQBAUwX,Smoke / Air Quality,Living with smoke and threat,Alarm/Distress,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Engaged/Observational,Smoke and Air Quality
chetco-bar,lupusincolor_kw,#ChetcoBarFire https://t.co/mhBcojKNWP,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,SheriSpain,"#ChetcoBarFire 
#Hotshots #wildlandfirefighters  #altahotshots
#staysafeboysandgirls https://t.co/cCrE3PafZm",Operational Coordination,"Solidarity, prayer, and gratitude",Hope/Reassurance,Fire status and operations,Firefighting Operations and Crew Deployment,Informational/Neutral,Operational Response and Resources
chetco-bar,SheriSpain,"@jilliananne1 My boy is there. Prayers for all.
#firefightermom #AltaHotshots #ChetcoBarFire 
#Brookings",Operational Coordination,,,,Firefighting Operations and Crew Deployment,Grateful/Supportive,Operational Response and Resources
chetco-bar,debrakay66,@RonWyden @SecretaryZinke Why don't you find out why the forest service let the Chetco Bar fire for the last month and now is the largest fire in the nation.,Fire Progression,,,,Firefighting Operations and Crew Deployment,Informational/Neutral,Operational Response and Resources
chetco-bar,lupusincolor_kw,#ChetcoBarFire 🔥🚒👨🏻‍🚒 THANK YOU!! https://t.co/ThoLV70ttL,Community Solidarity,"Solidarity, prayer, and gratitude",Gratitude/Appreciation,Community solidarity and appreciation,"Community Solidarity, Prayer, and Emotional Bonds",Informational/Neutral,Media and Information Sharing
chetco-bar,RetiredSurfman,#ChetcoBarFire #brookingsOR https://t.co/NOi9WYDGw5,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,RetiredSurfman,Chetco Effect this Friday could make things very interesting. #ChetcoBarFire #chetcoeffect #BrookingsOR https://t.co/Tx42HEsqA6,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,RetiredSurfman,#ChetcoBarFire #brookingsOR https://t.co/YmW5ciAHMX,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,JeedBe,"Chetco Bar Fire in Oregon quadruples in four days, approaches 100,000 acres – Wildfire Today https://t.co/fbMvkTgmJc",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,davidloda,Chetco Bar Fire Promises More Fear And Uncertainty For Southwest Oregon https://t.co/3ELAC9Dq5c,Fire Progression,Seeking visibility and official action,Alarm/Distress,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,Chelisou,@Ginger_Zee  please cover our 🔥 how will the weather effect us?https://t.co/j3ZA19INcu,Fire Progression,,,,"Personal Safety, Proximity, and Local Threat",Concerned/Anxious,Weather and Environmental Conditions
chetco-bar,TheCoolishMom,Chetco Bar Fire Evacuation Area Map https://t.co/7Jz0eOLmSQ,Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Media and Information Sharing
chetco-bar,jilliananne1,"@TODAYshow @TODAYshow please bring awareness to Brookings Or and the #ChetcoBarFire 100,000 acres and 9000+ people in danger",Fire Progression,,,,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,KSWildFacts,"Chetco Bar fire huge win for enviro, de-development groups like @OregonWild, @kswild  @SierraClub, Wyden, DeFazio. 
https://t.co/y9QV88cH2i",Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,DougFirVet,https://t.co/glXMj2ljMM,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,Thank you!! 🙌🏻🙌🏻🙌🏻 #ChetcoBarFire https://t.co/q28CiErsqH,Community Solidarity,"Solidarity, prayer, and gratitude",Gratitude/Appreciation,Community solidarity and appreciation,"Community Solidarity, Prayer, and Emotional Bonds",Grateful/Supportive,Media and Information Sharing
chetco-bar,lupusincolor_kw,#ChetcoBarFire https://t.co/xyXz8ptS2Z,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,PhytophthoraLab,Chetco Bar Fire Promises More Fear And Uncertainty For Southwest Oregon https://t.co/q9whuTokXb,Fire Progression,Seeking visibility and official action,Alarm/Distress,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,#ChetcoBarFire https://t.co/1wrWe7zccw,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,jilliananne1,#ChetcoBarFire #ChetcoStrong https://t.co/yBOUAPNCC6,Fire Progression,Seeking visibility and official action,Neutral/Informational,Community solidarity and appreciation,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,SheriSpain,#ChetcoBarFire #Brookings #Hotshots https://t.co/tAdKIOWxZd,Operational Coordination,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Firefighting Operations and Crew Deployment,Informational/Neutral,Operational Response and Resources
chetco-bar,Son_of_Sandor,"Route 101 Brookings, Oregon. Not everyday you wake up to an evacuation alarm. Library says will open. Am waiting. https://t.co/AvEJhAdG2A",Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Informational/Neutral,Evacuation and Area Closures
chetco-bar,ADignorantium,"Hey, @realDonaldTrump Instead of campaigning for reelection maybe you need to do something about the #ChetcoBarFire
https://t.co/QFlfpC9t6H",Public Accountability,,,,Media Amplification and Information Gaps,Frustrated/Critical,Media and Information Sharing
chetco-bar,TheCoolishMom,Smoke Forecast Outlook Issued for Chetco Bar Air Quality https://t.co/mHIdgg701x,Smoke / Air Quality,Living with smoke and threat,Alarm/Distress,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Smoke and Air Quality
chetco-bar,bekabee,"May seem inadvisable but, we're headed to Brookings today. Friend's wedding. Gonna try and document what I can. :/ So weird. #ChetcoBarFire",Fire Progression,Seeking visibility and official action,Neutral/Informational,Personal experience and disruption,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Personal Experience and Community Impact
chetco-bar,lupusincolor_kw,#ChetcoBarFire #ChetcoStrong https://t.co/XvMEMUV64Q,Fire Progression,Seeking visibility and official action,Neutral/Informational,Community solidarity and appreciation,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,RoseMantle,Chetco Bar Fire Promises More Fear And Uncertainty For Southwest Oregon . News | OPB https://t.co/X2NMeQFYQd,Public Accountability,Seeking visibility and official action,Alarm/Distress,Media and political accountability,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,t_archibald,"Keeping on eye on family in Gold Beach, OR this afternoon.  Brookings Oregon located about 28 miles away is under... https://t.co/BhuXbTl5uS",Fire Progression,Seeking visibility and official action,Anger/Blame,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,JStevenson14,"Chetco Bar fire near doorstep in Brookings as residents prepare to leave****** Some in-laws evacuated, some ready. https://t.co/YVwj18w8tq",Evacuation,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Evacuation Orders and Displacement Experiences,Distressed/Urgent,Personal Experience and Community Impact
chetco-bar,johnhutchison20,I added a video to a @YouTube playlist https://t.co/7ALoENhr8A chetco bar fire smoke nesika beach,Smoke / Air Quality,,,,Smoke Exposure and Air Quality Monitoring,Engaged/Observational,Smoke and Air Quality
chetco-bar,johnhutchison20,chetco bar fire smoke nesika beach: https://t.co/7ALoENhr8A via @YouTube,Smoke / Air Quality,,,,Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Media and Information Sharing
chetco-bar,RobOlmos,watching relative humidity drop is like watching a bomb ticking down. #ChetcoBarFire #BrookingsOR,Fire Progression,Seeking visibility and official action,Neutral/Informational,"Smoke, weather, and air quality",Environmental Observation and Fire Spectacle,Engaged/Observational,Weather and Environmental Conditions
chetco-bar,johnhutchison20,I added a video to a @YouTube playlist https://t.co/7ALoENhr8A chetco bar fire smoke nesika beach https://t.co/BrRbOyw4NO,Smoke / Air Quality,,,,Smoke Exposure and Air Quality Monitoring,Engaged/Observational,Smoke and Air Quality
chetco-bar,johnhutchison20,chetco bar fire smoke nesika beach: https://t.co/7ALoENhr8A via @YouTube https://t.co/pxO9YktS6S,Smoke / Air Quality,,,,Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,Thank you!!! 🚒👩🏻‍🚒👨🏼‍🚒💦🔥🙌🏻🙌🏻🙌🏻#ChetcoBarFire https://t.co/yMErUJsLsr,Community Solidarity,"Solidarity, prayer, and gratitude",Gratitude/Appreciation,Community solidarity and appreciation,"Community Solidarity, Prayer, and Emotional Bonds",Grateful/Supportive,Media and Information Sharing
chetco-bar,RicksOpinion,Brookings under evacuation warning as Chetco Bar Fire rages https://t.co/rBuTOrbOBg 156 sq. Miles burnt . 0 % contained .,Fire Progression,Evacuation and immediate disruption,Alarm/Distress,Evacuation and public safety,Tracking Fire Scale and Containment Progress,Grateful/Supportive,Fire Behavior and Status
chetco-bar,ElizabethMeadow,We need to open up wilderness  areas to fight #wildfires #ChetcoBarFire #thisshouldhaveneverhappened #biggestusfire @POTUS @repgregwalden,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Weather and Environmental Conditions
chetco-bar,ElizabethMeadow,The town of #Brookings is in grave danger #ChetcoBarFire #whydidtheywait 2 fight this #wildfire #carbonfootprintbs @POTUS #forestmanagement,Fire Progression,Living with smoke and threat,Alarm/Distress,Fire status and operations,"Personal Safety, Proximity, and Local Threat",Frustrated/Critical,Personal Experience and Community Impact
chetco-bar,ElizabethMeadow,@RuizNews @KOBITV This should have never got to this level #ChetcoBarFire #forestmanagement @POTUS @RonWyden @repgregwalden,Public Accountability,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,amymaetv,Smokey skies over the bridge at the river #ChetcoBarFire https://t.co/22ZfKOhxWZ,Smoke / Air Quality,Living with smoke and threat,Alarm/Distress,"Smoke, weather, and air quality",Smoke Exposure and Air Quality Monitoring,Informational/Neutral,Smoke and Air Quality
chetco-bar,CassieHardman,Scary to know that some of my family is heading down to fight the Chetco Bar fire today.. praying for everyone❤️,Community Solidarity,"Solidarity, prayer, and gratitude",Alarm/Distress,Community solidarity and appreciation,"Personal Safety, Proximity, and Local Threat",Grateful/Supportive,Personal Experience and Community Impact
chetco-bar,RenneLindberg,@dawnk777 @pdxnewsnow Chetco Bar is misleading. Lol,Public Accountability,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,LindaMatlow,@SionanNW12 Thanks for covering the Chetco Bar fire. My friends there REALLY appreciate your work and dedication Sionan!,Community Solidarity,,,,"Community Solidarity, Prayer, and Emotional Bonds",Grateful/Supportive,Personal Experience and Community Impact
chetco-bar,johnhutchison20,I added a video to a @YouTube playlist https://t.co/g7nP0Ttxpn chetco bar fire nesika beach,Geospatial Mapping,,,,"Situational Maps, Photos, and Visual Briefings",Engaged/Observational,Situational Awareness and Mapping
chetco-bar,johnhutchison20,chetco bar fire nesika beach: https://t.co/g7nP0Ttxpn via @YouTube,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,johnhutchison20,I added a video to a @YouTube playlist https://t.co/g7nP0Ttxpn chetco bar fire nesika beach https://t.co/UeadBhgHe4,Geospatial Mapping,,,,"Situational Maps, Photos, and Visual Briefings",Engaged/Observational,Situational Awareness and Mapping
chetco-bar,johnhutchison20,chetco bar fire nesika beach: https://t.co/g7nP0Ttxpn via @YouTube https://t.co/BVYngP6lwt,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,RoverDov123,"My prayers with the families that lost their houses. 
#ChetcoBarFire  https://t.co/uqNGYWEJI0",Community Solidarity,"Solidarity, prayer, and gratitude",Alarm/Distress,Community solidarity and appreciation,"Community Solidarity, Prayer, and Emotional Bonds",Grateful/Supportive,Media and Information Sharing
chetco-bar,shrout_david,https://t.co/nt0i8aBmmj,Fire Progression,,,,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,pcta,Can we care about more than 1 natural disaster at a time? #ChetcoBarFire #HurricaneHarvey  https://t.co/aMXj3ubZey,Fire Progression,Seeking visibility and official action,Alarm/Distress,Fire status and operations,Media Amplification and Information Gaps,Distressed/Urgent,Media and Information Sharing
chetco-bar,goosejackson1,"Towns in Sothern Oregon coast are being evacuated to save lives from a massive fire. #ChetcoBarFire 100,000+ acres 0% containment https://t.co/5Xg759UlAu",Fire Progression,Evacuation and immediate disruption,Neutral/Informational,Fire status and operations,Tracking Fire Scale and Containment Progress,Informational/Neutral,Fire Behavior and Status
chetco-bar,MowseDoyle,Every home &amp; acre has value to the community': Chetco Bar Fire puts Brookings in peril https://t.co/hXMtIkZ3Qq,Fire Progression,,,,"Personal Safety, Proximity, and Local Threat",Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,#ChetcoBarFire https://t.co/48Q3v5XIN3,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,#ChetcoBarFire https://t.co/Jie7saTPkP,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
chetco-bar,lupusincolor_kw,#ChetcoBarFire https://t.co/KaYRyzSVHj,Fire Progression,Seeking visibility and official action,Neutral/Informational,Fire status and operations,Media Amplification and Information Gaps,Informational/Neutral,Media and Information Sharing
